chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,position
,,234908,0,0,0,0,0,2,2.1,2.1,0,Juan,0.0,406,False,,,45,234908.jpg,0.0,Foyth,0.2,False,,a,Spurs,6,0,228,228,453,453,0.0,0.0,Foyth,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,290,127,284,127,255,119,296,127,,,,,,,Defender
,,87835,0,0,0,0,0,2,3.4,3.4,2,Matt,2.0,457,False,,,60,87835.jpg,2.0,Doherty,24.8,False,,a,Spurs,6,2,11853,11853,37091,37091,0.3,0.3,Doherty,75,0,0,0,1,0,0,0,0,0,0,0,6,21.0,3.5,35.0,6.0,43,19,79,19,19,4,32,6,,,,,,,Defender
100.0,100.0,15749,0,0,0,0,0,1,2.2,2.2,0,Joe,0.0,482,False,,2020-08-20T13:00:12.071870Z,45,15749.jpg,0.0,Hart,1.0,False,,a,Spurs,6,0,662,662,1493,1493,0.0,0.0,Hart,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,187,23,179,11,131,11,194,23,,,,,,,Goalkeeper
,,168763,0,0,0,0,0,2,1.5,1.5,0,Cameron,0.0,521,False,,,40,168763.jpg,0.0,Carter-Vickers,0.3,False,,a,Spurs,6,0,1033,1033,560,560,0.0,0.0,Carter-Vickers,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,168,53,160,53,110,31,175,53,,,,,,,Defender
,,50093,0,0,0,0,0,1,0.5,0.0,0,David,0.0,56,False,,,40,50093.jpg,0.0,Button,5.2,False,,a,West Brom,35,0,3792,3792,2871,2871,0.0,0.0,Button,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,160,16,152,4,102,4,167,16,,,,,,,Goalkeeper
,,171975,0,0,0,0,0,4,1.0,0.5,1,Callum,1.0,358,False,,,55,171975.jpg,1.0,Robinson,0.2,False,,a,West Brom,35,1,1171,1171,963,963,0.2,0.2,Callum Robinson,59,0,0,0,1,0,0,0,0,0,0,0,-3,0.0,1.3,2.0,0.1,435,37,108,14,91,20,163,21,,,,,,,Forward
,,42427,0,0,0,0,0,2,1.1,0.6,1,Kieran,1.0,407,False,,,45,42427.jpg,1.0,Gibbs,0.8,False,,a,West Brom,35,1,932,932,1545,1545,0.2,0.2,Gibbs,90,0,0,0,3,0,0,0,0,0,0,0,12,6.4,1.7,0.0,0.8,114,47,100,24,149,58,137,48,,,,,,,Defender
,,49440,0,0,0,0,0,4,1.0,0.5,1,Hal,1.0,408,False,,,55,49440.jpg,1.0,Robson-Kanu,0.4,False,,a,West Brom,35,1,656,656,1405,1405,0.2,0.2,Robson-Kanu,30,0,0,0,2,0,0,0,0,0,0,0,3,2.0,0.1,1.0,0.3,146,18,147,20,97,21,152,19,,,,,2.0,,Forward
,,49944,0,0,0,0,0,3,0.9,0.4,2,Jake,2.0,409,False,,,50,49944.jpg,2.0,Livermore,0.2,False,,a,West Brom,35,2,199,199,380,380,0.4,0.4,Livermore,90,0,0,0,3,0,0,0,0,0,0,0,11,8.8,11.3,0.0,2.0,97,35,52,31,279,88,102,47,,,,,,,Midfielder
,,49957,0,0,0,0,0,3,1.3,0.8,0,Kamil,0.0,410,False,,,55,49957.jpg,0.0,Grosicki,0.1,False,,a,West Brom,35,0,121,121,402,402,0.0,0.0,Grosicki,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,399,147,401,147,386,135,403,148,3.0,,,,,,Midfielder
,,50229,0,0,0,0,0,3,1.3,0.8,0,Matt,0.0,411,False,,,55,50229.jpg,0.0,Phillips,0.1,False,,a,West Brom,35,0,150,150,609,609,0.0,0.0,Phillips,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,400,148,402,148,387,136,404,149,1.0,,2.0,,,,Midfielder
,,59940,0,0,0,0,0,2,1.1,0.6,1,Kyle,1.0,412,False,,,45,59940.jpg,1.0,Bartley,0.2,False,,a,West Brom,35,1,289,289,301,301,0.2,0.2,Bartley,90,0,0,0,3,0,0,0,0,0,0,0,11,13.8,0.3,0.0,1.4,76,36,133,43,161,65,125,45,,,,,,,Defender
,,61600,0,0,0,0,0,3,0.9,0.4,2,Romaine,2.0,413,False,,,50,61600.jpg,2.0,Sawyers,0.1,False,,a,West Brom,35,2,57,57,104,104,0.4,0.4,Sawyers,68,0,0,0,1,0,0,0,0,0,0,0,4,0.0,1.6,0.0,0.2,317,110,101,64,290,92,155,76,,,,,,,Midfielder
,,77777,0,0,0,0,0,2,1.1,0.6,0,Ahmed El-Sayed,0.0,414,False,,,45,77777.jpg,0.0,Hegazy,1.3,False,,a,West Brom,35,0,982,982,4086,4086,0.0,0.0,Hegazi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,221,87,213,87,170,71,227,87,,,,,,,Defender
,,78356,0,0,0,0,0,4,1.0,0.5,0,Charlie,0.0,415,False,,,55,78356.jpg,0.0,Austin,1.0,False,,a,West Brom,35,0,1626,1626,4522,4522,0.0,0.0,Austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,410,33,412,36,399,36,414,36,,,,,1.0,,Forward
0.0,0.0,82078,0,0,0,0,0,4,0.0,0.0,0,Kenneth,0.0,416,False,Calf injury - Unknown return date,2020-09-06T03:00:11.234287Z,50,82078.jpg,0.0,Zohore,0.1,False,,i,West Brom,35,0,95,95,729,729,0.0,0.0,Zohore,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,328,25,326,27,302,28,333,28,,,,,3.0,,Forward
,,101982,0,0,0,0,0,1,1.2,0.7,2,Sam,2.0,417,False,,,45,101982.jpg,2.0,Johnstone,0.8,False,,a,West Brom,35,2,1580,1580,1242,1242,0.4,0.4,Johnstone,90,0,0,0,3,0,0,0,0,0,4,0,16,23.2,0.0,0.0,2.3,37,4,225,28,187,28,92,5,,,,,,,Goalkeeper
75.0,75.0,108053,0,0,0,0,0,2,0.8,0.5,0,Conor,0.0,418,False,Lack of match fitness - 75% chance of playing,2020-09-06T03:00:11.250855Z,45,108053.jpg,0.0,Townsend,0.1,False,,d,West Brom,35,0,33,33,328,328,0.0,0.0,Townsend,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,239,98,232,98,194,85,245,98,,,,,,,Defender
,,146426,0,0,0,0,0,2,1.6,1.1,0,Oluwasemilogo Adesewo Ibidapo,0.0,419,False,,,50,146426.jpg,0.0,Ajayi,0.4,False,,a,West Brom,35,0,741,741,1208,1208,0.0,0.0,Ajayi,90,0,0,0,3,0,0,0,1,0,0,0,2,0.2,0.5,0.0,0.1,156,49,126,40,330,150,159,49,,,,,,,Defender
0.0,0.0,173809,0,0,0,0,0,3,0.0,0.0,0,Jonathan,0.0,420,False,Joined Birmingham City on a permanent deal on 28/8,2020-08-28T12:30:11.345089Z,45,173809.jpg,0.0,Leko,0.1,False,,u,West Brom,35,0,49,49,299,299,0.0,0.0,Leko,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,257,85,251,86,216,61,263,88,,,,,,,Midfielder
,,174593,0,0,0,0,0,3,0.9,0.4,1,Kyle,1.0,421,False,,,50,174593.jpg,1.0,Edwards,0.0,False,,a,West Brom,35,1,71,71,111,111,0.2,0.2,Edwards,22,0,0,0,2,0,0,0,0,0,0,0,3,4.6,0.5,20.0,2.5,122,50,127,72,41,23,87,41,,,,,,,Midfielder
,,176420,0,0,0,0,0,2,1.1,0.6,2,Darnell,2.0,422,False,,,45,176420.jpg,2.0,Furlong,0.1,False,,a,West Brom,35,2,228,228,176,176,0.4,0.4,Furlong,68,0,0,0,1,0,0,0,0,0,0,0,6,6.2,11.5,12.0,3.0,115,48,50,13,52,8,68,23,,,,,,,Defender
,,195864,0,0,0,0,0,3,0.9,0.4,0,Sam,0.0,423,False,,,50,195864.jpg,0.0,Field,0.0,False,,a,West Brom,35,0,18,18,105,105,0.0,0.0,Field,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,366,132,366,133,350,119,371,134,,,,,,,Midfielder
,,216616,0,0,0,0,0,2,1.1,0.6,1,Dara,1.0,425,False,,,45,216616.jpg,1.0,O'Shea,0.3,False,,a,West Brom,35,1,313,313,581,581,0.2,0.2,O'Shea,90,0,0,0,3,0,0,0,0,0,0,0,8,9.6,0.6,0.0,1.0,94,44,125,39,241,114,134,47,,,,,,,Defender
,,232427,0,0,0,0,0,3,0.5,0.0,1,Rekeem,1.0,426,False,,,45,232427.jpg,1.0,Harper,0.6,False,,a,West Brom,35,1,1017,1017,1173,1173,0.2,0.2,Harper,21,0,0,0,2,0,0,0,0,0,0,0,3,1.8,1.8,0.0,0.4,149,71,98,62,250,74,146,71,,,,,,,Midfielder
,,179830,0,0,0,0,0,3,1.3,0.8,2,Grady,2.0,446,False,,,55,179830.jpg,2.0,Diangana,0.6,False,,a,West Brom,35,2,867,867,1330,1330,0.4,0.4,Diangana,90,0,0,0,3,0,0,0,0,0,0,0,3,4.8,12.8,9.0,2.7,121,49,42,25,54,32,81,38,,,,,,,Midfielder
,,210407,0,0,0,0,0,3,1.6,1.1,2,Matheus,2.0,481,False,,,60,210407.jpg,2.0,Pereira,3.0,False,,a,West Brom,35,2,2325,2325,8362,8362,0.3,0.3,Pereira,90,0,0,0,3,0,0,0,0,0,0,0,9,8.6,14.7,26.0,4.9,98,36,33,21,28,12,39,20,2.0,,1.0,,,,Midfielder
,,183015,0,0,0,0,0,2,1.1,0.6,0,Cedric,0.0,499,False,,,45,183015.jpg,0.0,Kipre,0.1,False,,a,West Brom,35,0,54,54,164,164,0.0,0.0,Kipre,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,261,114,255,114,220,103,267,114,,,,,,,Defender
,,18073,0,0,0,0,0,3,0.9,1.4,2,Mark,2.0,427,False,,,50,18073.jpg,2.0,Noble,2.3,False,,a,West Ham,21,2,729,729,5503,5503,0.4,0.4,Noble,66,0,0,0,1,0,0,0,0,0,0,0,8,4.4,12.2,0.0,1.7,124,52,45,27,266,83,115,52,3.0,,,,1.0,,Midfielder
100.0,100.0,18987,0,0,0,0,0,3,1.6,2.1,0,Robert,0.0,428,False,,2020-09-03T14:30:12.052712Z,60,18987.jpg,0.0,Snodgrass,0.2,False,,a,West Ham,21,0,67,67,481,481,0.0,0.0,Snodgrass,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,452,172,453,173,446,168,454,173,1.0,,,,,,Midfielder
,,19194,0,0,0,0,0,1,0.5,1.0,0,David,0.0,429,False,,,40,19194.jpg,0.0,Martin,8.5,False,,a,West Ham,21,0,3227,3227,4240,4240,0.0,0.0,Martin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,157,13,149,1,99,1,164,13,,,,,,,Goalkeeper
,,32259,0,0,0,0,0,1,1.2,1.7,0,Darren,0.0,430,False,,,45,32259.jpg,0.0,Randolph,0.3,False,,a,West Ham,21,0,132,132,344,344,0.0,0.0,Randolph,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,193,27,185,15,137,15,200,27,,,,,,,Goalkeeper
,,37096,0,0,0,0,0,1,2.0,2.5,1,Lukasz,1.0,431,False,,,50,37096.jpg,1.0,Fabianski,1.8,False,,a,West Ham,21,1,901,901,3391,3391,0.2,0.2,Fabianski,90,0,0,0,2,0,0,0,0,0,0,0,9,5.0,0.0,0.0,0.5,120,11,297,38,269,38,143,11,,,,,,,Goalkeeper
,,40669,0,0,0,0,0,2,1.6,2.1,1,Angelo,1.0,432,False,,,50,40669.jpg,1.0,Ogbonna,0.4,False,,a,West Ham,21,1,303,303,1073,1073,0.2,0.2,Ogbonna,90,0,0,0,2,0,0,0,0,0,0,0,14,30.0,1.1,6.0,3.7,22,7,112,29,63,12,59,19,,,,,,,Defender
0.0,0.0,40694,0,0,0,0,0,1,0.0,0.0,0,Roberto,0.0,433,False,Joined Real Valladolid on a permanent deal on 28/8,2020-08-28T09:00:07.307179Z,45,40694.jpg,0.0,Jimenez Gago,0.0,False,,u,West Ham,21,0,12,12,72,72,0.0,0.0,Roberto,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,200,30,192,18,144,18,207,30,,,,,,,Goalkeeper
,,54102,0,0,0,0,0,3,0.9,1.4,0,Jack,0.0,434,False,,,50,54102.jpg,0.0,Wilshere,0.2,False,,a,West Ham,21,0,165,165,636,636,0.0,0.0,Wilshere,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,310,107,307,108,281,89,316,110,,,,,,,Midfielder
,,55459,0,0,0,0,0,2,1.6,2.1,1,Aaron,1.0,435,False,,,50,55459.jpg,1.0,Cresswell,1.2,False,,a,West Ham,21,1,693,693,2920,2920,0.2,0.2,Cresswell,90,0,0,0,2,0,0,0,0,0,0,0,11,10.4,11.2,0.0,2.2,90,41,53,14,283,127,99,34,5.0,,1.0,,,,Defender
,,56377,0,0,0,0,0,3,1.6,2.1,0,Andriy,0.0,436,False,,,60,56377.jpg,0.0,Yarmolenko,0.2,False,,a,West Ham,21,0,131,131,1115,1115,0.0,0.0,Yarmolenko,23,0,0,0,1,0,0,0,1,0,0,0,-1,2.8,1.6,26.0,3.0,136,61,102,65,27,11,71,32,,,4.0,,,,Midfielder
,,57531,0,0,0,0,0,4,1.6,2.1,2,Michail,2.0,437,False,,,65,57531.jpg,2.0,Antonio,10.4,False,,a,West Ham,21,2,6912,6912,42326,42326,0.3,0.3,Antonio,90,0,0,0,2,0,0,0,0,0,0,0,0,5.4,11.8,63.0,8.0,118,13,48,8,5,2,21,6,,,,,2.0,,Forward
,,81012,0,0,0,0,0,2,1.1,1.6,0,Ryan,0.0,438,False,,,45,81012.jpg,0.0,Fredericks,0.7,False,,a,West Ham,21,0,351,351,2066,2066,0.0,0.0,Fredericks,90,0,0,0,2,0,0,0,1,0,0,0,14,19.4,62.3,2.0,8.4,49,23,1,1,80,19,16,3,,,,,,,Defender
100.0,75.0,86934,0,0,0,0,0,3,1.7,1.7,0,Manuel,0.0,439,False,,2020-09-07T01:00:16.188981Z,65,86934.jpg,0.0,Lanzini,0.0,False,,a,West Ham,21,0,35,35,255,255,0.0,0.0,Lanzini,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,496,193,497,194,493,191,497,194,4.0,,3.0,,3.0,,Midfielder
,,101537,0,0,0,0,0,3,1.7,2.2,1,Felipe Anderson,1.0,440,False,,,65,101537.jpg,1.0,Pereira Gomes,0.6,False,,a,West Ham,21,1,722,722,2435,2435,0.2,0.2,Felipe Anderson,1,0,0,0,0,0,0,0,0,0,0,0,5,2.4,0.3,0.0,0.3,139,64,141,77,494,192,153,74,,,,,,,Midfielder
,,103123,0,0,0,0,0,4,1.6,2.1,1,Sébastien,1.0,441,False,,,65,103123.jpg,1.0,Haller,0.6,False,,a,West Ham,21,1,461,461,3000,3000,0.2,0.2,Haller,23,0,0,0,1,0,0,0,0,0,0,0,2,2.4,10.7,28.0,4.1,140,16,57,11,25,10,51,12,,,,,,,Forward
,,105717,0,0,0,0,0,2,1.1,1.6,0,Arthur,0.0,442,False,,,45,105717.jpg,0.0,Masuaku,0.3,False,,a,West Ham,21,0,149,149,786,786,0.0,0.0,Masuaku,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,236,96,229,96,191,83,242,96,,,,,,,Defender
,,166640,0,0,0,0,0,2,1.1,1.6,0,Fabián,0.0,443,False,,,45,166640.jpg,0.0,Balbuena,0.2,False,,a,West Ham,21,0,144,144,527,527,0.0,0.0,Balbuena,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,253,108,247,108,211,96,259,108,,,,,,,Defender
0.0,0.0,167522,0,0,0,0,0,4,0.0,0.0,0,Jordan,0.0,444,False,Joined Norwich City on a permanent deal on 24/8,2020-08-24T18:30:13.532593Z,55,167522.jpg,0.0,Hugill,0.0,False,,u,West Ham,21,0,16,16,37,37,0.0,0.0,Hugill,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,433,36,434,38,425,38,436,38,,,,,,,Forward
,,178186,0,0,0,0,0,3,1.7,2.2,2,Jarrod,2.0,445,False,,,65,178186.jpg,2.0,Bowen,1.5,False,,a,West Ham,21,2,489,489,6823,6823,0.3,0.3,Bowen,88,0,0,0,2,0,0,0,0,0,0,0,5,1.8,2.6,12.0,1.6,150,72,90,55,53,31,120,55,2.0,,2.0,,,,Midfielder
0.0,0.0,181008,0,0,0,0,0,4,0.0,0.0,0,Albian,0.0,447,False,Transferred to Celtic,2020-08-15T12:28:02.359786Z,55,181008.jpg,0.0,Ajeti,0.0,False,,u,West Ham,21,0,20,20,38,38,0.0,0.0,Ajeti,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,440,38,441,39,433,39,442,39,,,,,,,Forward
,,204480,0,0,0,0,0,3,0.9,1.4,2,Declan,2.0,448,False,,,50,204480.jpg,2.0,Rice,5.1,False,,a,West Ham,21,2,2605,2605,10896,10896,0.4,0.4,Rice,90,0,0,0,2,0,0,0,0,0,0,0,15,21.6,14.5,8.0,4.4,41,13,34,22,57,34,46,23,,,5.0,,,,Midfielder
,,215439,0,0,0,0,0,3,0.9,1.4,2,Tomas,2.0,449,False,,,50,215439.jpg,2.0,Soucek,6.0,False,,a,West Ham,21,2,3343,3343,11497,11497,0.4,0.4,Soucek,90,0,0,0,2,0,0,0,0,0,0,0,7,12.4,21.6,46.0,8.0,84,31,20,13,11,5,20,11,,,,,,,Midfielder
,,217593,0,0,0,0,0,3,1.7,2.2,2,Pablo,2.0,450,False,,,65,217593.jpg,2.0,Fornals,0.1,False,,a,West Ham,21,2,95,95,348,348,0.3,0.3,Fornals,66,0,0,0,1,0,0,0,0,0,0,0,8,4.6,1.9,18.0,2.5,123,51,97,61,49,29,88,42,6.0,,,,,,Midfielder
100.0,100.0,219924,0,0,0,0,0,2,1.1,1.6,1,Issa,1.0,451,False,,2020-09-03T14:30:12.072304Z,45,219924.jpg,1.0,Diop,1.7,False,,a,West Ham,21,1,1243,1243,3889,3889,0.2,0.2,Diop,90,0,0,0,2,0,0,0,0,0,0,0,15,24.6,0.9,0.0,2.6,32,11,116,32,242,115,84,27,,,,,,,Defender
,,222018,0,0,0,0,0,2,0.5,1.0,0,Ben,0.0,452,False,,,40,222018.jpg,0.0,Johnson,2.8,False,,a,West Ham,21,0,2033,2033,4104,4104,0.0,0.0,Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,178,61,170,61,120,39,185,61,,,,,,,Defender
,,19236,0,0,0,0,0,1,0.7,1.7,0,John,0.0,453,False,,,45,19236.jpg,0.0,Ruddy,0.4,False,,a,Wolves,39,0,199,199,306,306,0.0,0.0,Ruddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,189,24,181,12,133,12,196,24,,,,,,,Goalkeeper
,,19624,0,0,0,0,0,3,0.8,1.8,0,João Filipe Iria,0.0,454,False,,,55,19624.jpg,0.0,Santos Moutinho,3.4,False,,a,Wolves,39,0,1888,1888,4778,4778,0.0,0.0,Moutinho,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,393,146,393,146,379,134,397,147,1.0,,2.0,,,,Midfielder
,,38533,0,0,0,0,0,1,2.2,3.2,0,Rui Pedro,0.0,455,False,,,55,38533.jpg,0.0,dos Santos Patrício,6.4,False,,a,Wolves,39,0,2322,2322,5907,5907,0.0,0.0,Patrício,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,397,50,399,49,384,49,401,50,,,,,,,Goalkeeper
,,41727,0,0,0,0,0,2,0.6,1.6,0,Ryan,0.0,456,False,,,45,41727.jpg,0.0,Bennett,0.5,False,,a,Wolves,39,0,606,606,563,563,0.0,0.0,Bennett,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,204,77,196,77,148,57,211,77,,,,,,,Defender
,,90585,0,0,0,0,0,2,1.5,2.5,0,Willy,0.0,458,False,,,55,90585.jpg,0.0,Boly,2.4,False,,a,Wolves,39,0,1525,1525,3045,3045,0.0,0.0,Boly,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,414,178,416,178,404,175,418,178,,,,,,,Defender
,,94147,0,0,0,0,0,2,1.1,2.1,0,Conor,0.0,459,False,,,50,94147.jpg,0.0,Coady,9.5,False,,a,Wolves,39,0,5188,5188,9959,9959,0.0,0.0,Coady,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,333,142,331,142,308,136,338,142,,,,,,,Defender
,,102057,0,0,0,0,0,4,2.0,3.0,0,Raúl,0.0,460,False,,,85,102057.jpg,0.0,Jiménez,18.6,False,,a,Wolves,39,0,10439,10439,23974,23974,0.0,0.0,Jiménez,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,516,61,516,61,516,61,516,61,,,,,1.0,,Forward
,,107613,0,0,0,0,0,2,1.1,2.1,0,Romain,0.0,461,False,,,50,107613.jpg,0.0,Saïss,3.0,False,,a,Wolves,39,0,1036,1036,3447,3447,0.0,0.0,Saïss,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,338,147,336,147,315,143,343,147,,,3.0,,,,Defender
0.0,0.0,114128,0,0,0,0,0,2,0.0,0.0,0,Jonathan,0.0,462,False,Knee injury - Unknown return date,2020-08-15T10:00:11.923392Z,55,114128.jpg,0.0,Castro Otto,0.0,False,,i,Wolves,39,0,25,25,203,203,0.0,0.0,Jonny,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,422,180,423,180,411,177,425,180,,,,,,,Defender
,,141569,0,0,0,0,0,4,0.3,1.3,0,Léo,0.0,463,False,,,50,141569.jpg,0.0,Bonatini,0.4,False,,a,Wolves,39,0,1655,1655,999,999,0.0,0.0,Bonatini,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,350,27,349,29,329,30,355,30,,,,,,,Forward
,,151589,0,0,0,0,0,3,0.4,1.4,0,Leander,0.0,464,False,,,50,151589.jpg,0.0,Dendoncker,2.4,False,,a,Wolves,39,0,1486,1486,3775,3775,0.0,0.0,Dendoncker,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,353,123,352,123,333,106,358,125,,,,,,,Midfielder
,,159533,0,0,0,0,0,3,1.2,2.2,0,Adama,0.0,465,False,,,65,159533.jpg,0.0,Traoré,20.4,False,,a,Wolves,39,0,12530,12530,26350,26350,0.0,0.0,Traoré,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,499,195,500,196,497,194,500,196,,,,,,,Midfielder
,,171317,0,0,0,0,0,3,0.8,1.8,0,Rúben Diogo,0.0,466,False,,,55,171317.jpg,0.0,da Silva Neves,2.8,False,,a,Wolves,39,0,2609,2609,3650,3650,0.0,0.0,Neves,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,434,164,435,164,427,158,437,165,2.0,,1.0,,2.0,,Midfielder
,,179456,0,0,0,0,0,2,0.0,1.0,0,Oskar,0.0,467,False,,,40,179456.jpg,0.0,Buur,1.9,False,,a,Wolves,39,0,1918,1918,1937,1937,0.0,0.0,Buur,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,169,54,161,54,111,32,176,54,,,,,,,Defender
,,194634,0,0,0,0,0,3,1.2,2.2,0,Diogo,0.0,468,False,,,65,194634.jpg,0.0,Jota,3.7,False,,a,Wolves,39,0,3155,3155,6261,6261,0.0,0.0,Jota,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,501,197,501,197,498,195,501,197,,,,,,,Midfielder
,,200600,0,0,0,0,0,3,0.8,1.8,0,Daniel,0.0,469,False,,,55,200600.jpg,0.0,Castelo Podence,0.3,False,,a,Wolves,39,0,264,264,495,495,0.0,0.0,Podence,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,441,166,442,167,434,161,443,167,4.0,,,,,,Midfielder
,,214048,0,0,0,0,0,2,0.0,1.0,0,Max,0.0,470,False,,,40,214048.jpg,0.0,Kilman,2.0,False,,a,Wolves,39,0,2485,2485,2058,2058,0.0,0.0,Kilman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,171,56,163,56,113,34,178,56,,,,,,,Defender
,,216054,0,0,0,0,0,2,0.6,1.6,0,Rúben Gonçalo,0.0,471,False,,,45,216054.jpg,0.0,Silva Nascimento Vinagre,10.3,False,,a,Wolves,39,0,5577,5577,9554,9554,0.0,0.0,Vinagre,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,277,123,271,123,239,113,283,123,,,,,,,Defender
,,216208,0,0,0,0,0,1,0.7,1.7,0,Matija,0.0,472,False,,,45,216208.jpg,0.0,Sarkic,0.2,False,,a,Wolves,39,0,35,35,154,154,0.0,0.0,Sarkic,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,278,43,272,34,240,34,284,43,,,,,,,Goalkeeper
0.0,0.0,222531,0,0,0,0,0,3,0.0,0.0,0,Morgan,0.0,473,False,Joined Swansea City on loan until the end of the season on 25/8. - Expected back 01 Jul,2020-08-25T12:00:07.425510Z,50,222531.jpg,0.0,Gibbs-White,0.0,False,,n,Wolves,39,0,12,12,51,51,0.0,0.0,Gibbs-White,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,381,139,380,139,366,127,385,140,,,,,,,Midfielder
,,247632,0,0,0,0,0,3,0.8,1.8,0,Pedro,0.0,474,False,,,55,247632.jpg,0.0,Lomba Neto,0.2,False,,a,Wolves,39,0,214,214,406,406,0.0,0.0,Neto,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,449,171,450,172,442,166,451,172,3.0,,,,,,Midfielder
,,428610,0,0,0,0,0,3,0.0,1.0,0,Bruno André,0.0,475,False,,,45,428610.jpg,0.0,Cavaco Jordao,0.7,False,,a,Wolves,39,0,1605,1605,1451,1451,0.0,0.0,Jordao,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,294,100,288,101,259,79,300,103,,,,,,,Midfielder
,,474003,0,0,0,0,0,4,0.3,1.3,0,Leonardo,0.0,476,False,,,50,474003.jpg,0.0,Campana,0.3,False,,a,Wolves,39,0,1080,1080,923,923,0.0,0.0,Campana,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,390,30,389,32,375,33,394,33,,,,,,,Forward
